# image_name	raw_label	computed_label
0008_aligned.jpg	0	-1
0009_aligned.jpg	0	-1
0011_aligned.jpg	0	-1
0013_aligned.jpg	0	-1
0017_aligned.jpg	0	-1
0024_aligned.jpg	0	-1
0060_aligned.jpg	0	-1
0064_aligned.jpg	0	-1
0065_aligned.jpg	0	-1
0076_aligned.jpg	0	-1
0085_aligned.jpg	0	-1
0097_aligned.jpg	0	-1
0100_aligned.jpg	0	-1
0102_aligned.jpg	0	-1
0114_aligned.jpg	0	-1
0116_aligned.jpg	0	-1
0125_aligned.jpg	0	-1
0126_aligned.jpg	0	-1
0140_aligned.jpg	0	-1
0141_aligned.jpg	0	-1
0143_aligned.jpg	0	-1
0156_aligned.jpg	0	-1
0157_aligned.jpg	0	-1
0160_aligned.jpg	0	-1
0163_aligned.jpg	0	-1
0188_aligned.jpg	0	-1
0199_aligned.jpg	0	-1
0209_aligned.jpg	0	-1
0231_aligned.jpg	0	-1
0237_aligned.jpg	0	-1
0238_aligned.jpg	0	-1
0241_aligned.jpg	0	-1
0260_aligned.jpg	0	-1
0261_aligned.jpg	0	-1
0273_aligned.jpg	0	-1
0295_aligned.jpg	0	-1
0311_aligned.jpg	0	-1
0314_aligned.jpg	0	-1
0328_aligned.jpg	0	-1
0331_aligned.jpg	0	-1
0338_aligned.jpg	0	-1
0343_aligned.jpg	0	-1
0345_aligned.jpg	0	-1
0356_aligned.jpg	0	-1
0357_aligned.jpg	0	-1
0371_aligned.jpg	0	-1
0376_aligned.jpg	0	-1
0377_aligned.jpg	0	-1
0378_aligned.jpg	0	-1
0386_aligned.jpg	0	-1
0387_aligned.jpg	0	-1
0388_aligned.jpg	0	-1
0389_aligned.jpg	0	-1
0390_aligned.jpg	0	-1
0398_aligned.jpg	0	-1
0409_aligned.jpg	0	-1
0410_aligned.jpg	0	-1
0431_aligned.jpg	0	-1
0443_aligned.jpg	0	-1
0444_aligned.jpg	0	-1
0447_aligned.jpg	0	-1
0469_aligned.jpg	0	-1
0471_aligned.jpg	0	-1
0491_aligned.jpg	0	-1
0498_aligned.jpg	0	-1
0510_aligned.jpg	0	-1
0514_aligned.jpg	0	-1
0516_aligned.jpg	0	-1
0526_aligned.jpg	0	-1
0531_aligned.jpg	0	-1
0535_aligned.jpg	0	-1
0538_aligned.jpg	0	-1
0554_aligned.jpg	0	-1
0555_aligned.jpg	0	-1
0582_aligned.jpg	0	-1
0585_aligned.jpg	0	-1
0592_aligned.jpg	0	-1
0594_aligned.jpg	0	-1
0604_aligned.jpg	0	-1
0605_aligned.jpg	0	-1
0608_aligned.jpg	0	-1
0626_aligned.jpg	0	-1
0630_aligned.jpg	0	-1
0652_aligned.jpg	0	-1
0655_aligned.jpg	0	-1
0659_aligned.jpg	0	-1
0670_aligned.jpg	0	-1
0678_aligned.jpg	0	-1
0684_aligned.jpg	0	-1
0707_aligned.jpg	0	-1
0711_aligned.jpg	0	-1
0724_aligned.jpg	0	-1
0731_aligned.jpg	0	-1
0741_aligned.jpg	0	-1
0749_aligned.jpg	0	-1
0750_aligned.jpg	0	-1
0755_aligned.jpg	0	-1
0761_aligned.jpg	0	-1
0766_aligned.jpg	0	-1
0767_aligned.jpg	0	-1
0772_aligned.jpg	0	-1
0774_aligned.jpg	0	-1
0778_aligned.jpg	0	-1
0786_aligned.jpg	0	-1
0788_aligned.jpg	0	-1
0789_aligned.jpg	0	-1
0804_aligned.jpg	0	-1
0806_aligned.jpg	0	-1
0810_aligned.jpg	0	-1
0811_aligned.jpg	0	-1
0823_aligned.jpg	0	-1
0829_aligned.jpg	0	-1
0839_aligned.jpg	0	-1
0847_aligned.jpg	0	-1
0848_aligned.jpg	0	-1
0850_aligned.jpg	0	-1
0854_aligned.jpg	0	-1
0856_aligned.jpg	0	-1
0857_aligned.jpg	0	-1
0869_aligned.jpg	0	-1
0870_aligned.jpg	0	-1
0871_aligned.jpg	0	-1
0873_aligned.jpg	0	-1
0875_aligned.jpg	0	-1
0890_aligned.jpg	0	-1
0893_aligned.jpg	0	-1
0895_aligned.jpg	0	-1
0907_aligned.jpg	0	-1
0911_aligned.jpg	0	-1
0912_aligned.jpg	0	-1
0913_aligned.jpg	0	-1
0917_aligned.jpg	0	-1
0918_aligned.jpg	0	-1
0925_aligned.jpg	0	-1
0932_aligned.jpg	0	-1
0933_aligned.jpg	0	-1
0935_aligned.jpg	0	-1
0936_aligned.jpg	0	-1
0940_aligned.jpg	0	-1
0949_aligned.jpg	0	-1
0957_aligned.jpg	0	-1
0961_aligned.jpg	0	-1
0964_aligned.jpg	0	-1
0970_aligned.jpg	0	-1
0977_aligned.jpg	0	-1
0984_aligned.jpg	0	-1
0996_aligned.jpg	0	-1
1001_aligned.jpg	0	-1
1006_aligned.jpg	0	-1
1007_aligned.jpg	0	-1
1008_aligned.jpg	0	-1
1021_aligned.jpg	0	-1
1031_aligned.jpg	0	-1
1033_aligned.jpg	0	-1
1036_aligned.jpg	0	-1
1043_aligned.jpg	0	-1
1044_aligned.jpg	0	-1
1051_aligned.jpg	0	-1
1058_aligned.jpg	0	-1
1064_aligned.jpg	0	-1
1066_aligned.jpg	0	-1
1071_aligned.jpg	0	-1
1091_aligned.jpg	0	-1
1097_aligned.jpg	0	-1
1098_aligned.jpg	0	-1
1101_aligned.jpg	0	-1
1102_aligned.jpg	0	-1
1106_aligned.jpg	0	-1
1121_aligned.jpg	0	-1
1123_aligned.jpg	0	-1
1133_aligned.jpg	0	-1
1134_aligned.jpg	0	-1
1135_aligned.jpg	0	-1
1139_aligned.jpg	0	-1
1142_aligned.jpg	0	-1
1145_aligned.jpg	0	-1
1152_aligned.jpg	0	-1
1158_aligned.jpg	0	-1
1162_aligned.jpg	0	-1
1163_aligned.jpg	0	-1
1172_aligned.jpg	0	-1
1182_aligned.jpg	0	-1
1192_aligned.jpg	0	-1
1193_aligned.jpg	0	-1
1195_aligned.jpg	0	-1
1205_aligned.jpg	0	-1
1208_aligned.jpg	0	-1
1210_aligned.jpg	0	-1
1211_aligned.jpg	0	-1
1212_aligned.jpg	0	-1
1215_aligned.jpg	0	-1
1222_aligned.jpg	0	-1
1223_aligned.jpg	0	-1
1224_aligned.jpg	0	-1
1231_aligned.jpg	0	-1
1238_aligned.jpg	0	-1
1254_aligned.jpg	0	-1
1260_aligned.jpg	0	-1
1261_aligned.jpg	0	-1
1269_aligned.jpg	0	-1
1270_aligned.jpg	0	-1
1276_aligned.jpg	0	-1
1282_aligned.jpg	0	-1
1288_aligned.jpg	0	-1
1297_aligned.jpg	0	-1
1298_aligned.jpg	0	-1
1300_aligned.jpg	0	-1
1309_aligned.jpg	0	-1
1313_aligned.jpg	0	-1
1315_aligned.jpg	0	-1
1317_aligned.jpg	0	-1
1322_aligned.jpg	0	-1
1323_aligned.jpg	0	-1
1324_aligned.jpg	0	-1
1327_aligned.jpg	0	-1
1329_aligned.jpg	0	-1
1331_aligned.jpg	0	-1
1332_aligned.jpg	0	-1
1335_aligned.jpg	0	-1
1344_aligned.jpg	0	-1
1355_aligned.jpg	0	-1
1359_aligned.jpg	0	-1
1379_aligned.jpg	0	-1
1382_aligned.jpg	0	-1
1393_aligned.jpg	0	-1
1395_aligned.jpg	0	-1
1401_aligned.jpg	0	-1
1403_aligned.jpg	0	-1
1406_aligned.jpg	0	-1
1407_aligned.jpg	0	-1
1408_aligned.jpg	0	-1
1409_aligned.jpg	0	-1
1411_aligned.jpg	0	-1
1415_aligned.jpg	0	-1
1431_aligned.jpg	0	-1
1442_aligned.jpg	0	-1
1445_aligned.jpg	0	-1
1446_aligned.jpg	0	-1
1463_aligned.jpg	0	-1
1464_aligned.jpg	0	-1
1468_aligned.jpg	0	-1
1469_aligned.jpg	0	-1
1470_aligned.jpg	0	-1
1474_aligned.jpg	0	-1
1487_aligned.jpg	0	-1
1489_aligned.jpg	0	-1
1497_aligned.jpg	0	-1
1498_aligned.jpg	0	-1
1508_aligned.jpg	0	-1
1532_aligned.jpg	0	-1
1533_aligned.jpg	0	-1
1547_aligned.jpg	0	-1
1553_aligned.jpg	0	-1
1554_aligned.jpg	0	-1
1555_aligned.jpg	0	-1
1556_aligned.jpg	0	-1
1567_aligned.jpg	0	-1
1578_aligned.jpg	0	-1
1592_aligned.jpg	0	-1
1597_aligned.jpg	0	-1
1617_aligned.jpg	0	-1
1624_aligned.jpg	0	-1
1628_aligned.jpg	0	-1
1657_aligned.jpg	0	-1
1658_aligned.jpg	0	-1
1687_aligned.jpg	0	-1
1693_aligned.jpg	0	-1
1697_aligned.jpg	0	-1
1700_aligned.jpg	0	-1
1710_aligned.jpg	0	-1
1713_aligned.jpg	0	-1
1722_aligned.jpg	0	-1
1723_aligned.jpg	0	-1
1740_aligned.jpg	0	-1
1761_aligned.jpg	0	-1
1763_aligned.jpg	0	-1
1773_aligned.jpg	0	-1
1791_aligned.jpg	0	-1
1793_aligned.jpg	0	-1
1794_aligned.jpg	0	-1
1803_aligned.jpg	0	-1
1811_aligned.jpg	0	-1
1832_aligned.jpg	0	-1
1839_aligned.jpg	0	-1
1842_aligned.jpg	0	-1
1843_aligned.jpg	0	-1
1847_aligned.jpg	0	-1
1851_aligned.jpg	0	-1
1873_aligned.jpg	0	-1
1875_aligned.jpg	0	-1
1887_aligned.jpg	0	-1
1890_aligned.jpg	0	-1
1899_aligned.jpg	0	-1
1902_aligned.jpg	0	-1
1904_aligned.jpg	0	-1
1917_aligned.jpg	0	-1
1927_aligned.jpg	0	-1
1929_aligned.jpg	0	-1
1942_aligned.jpg	0	-1
1945_aligned.jpg	0	-1
1948_aligned.jpg	0	-1
1950_aligned.jpg	0	-1
1960_aligned.jpg	0	-1
1974_aligned.jpg	0	-1
1976_aligned.jpg	0	-1
1984_aligned.jpg	0	-1
1995_aligned.jpg	0	-1
2001_aligned.jpg	0	-1
2007_aligned.jpg	0	-1
2011_aligned.jpg	0	-1
2017_aligned.jpg	0	-1
2019_aligned.jpg	0	-1
2032_aligned.jpg	0	-1
2078_aligned.jpg	0	-1
2080_aligned.jpg	0	-1
2085_aligned.jpg	0	-1
2086_aligned.jpg	0	-1
2098_aligned.jpg	0	-1
2099_aligned.jpg	0	-1
2106_aligned.jpg	0	-1
2111_aligned.jpg	0	-1
2118_aligned.jpg	0	-1
2128_aligned.jpg	0	-1
2141_aligned.jpg	0	-1
2149_aligned.jpg	0	-1
2154_aligned.jpg	0	-1
2156_aligned.jpg	0	-1
